  Sent.                        Matched  Bracket   Cross        Correct Tag
 ID  Len.  Stat. Recal  Prec.  Bracket gold test Bracket Words  Tags Accracy
 544    1    0  100.00 100.00     2      2    2      0      1     1   100.00
 545    3    0   33.33  50.00     2      6    4      0      3     3   100.00
 546    5    0   25.00   8.33     1      4   12      4      5     4    80.00
 547    9    0   23.08  33.33     3     13    9      2      9     9   100.00
 548    5    0   66.67  66.67     4      6    6      0      5     5   100.00
 549    2    0   33.33  50.00     1      3    2      0      2     1    50.00
 550    3    0   20.00  25.00     1      5    4      0      3     2    66.67
 551    1    0  100.00 100.00     2      2    2      0      1     1   100.00
 552    1    0   50.00  50.00     1      2    2      0      1     1   100.00
 553    2    0   25.00  50.00     1      4    2      0      2     1    50.00
 554    6    0   28.57  33.33     2      7    6      1      6     5    83.33
 555    6    0   33.33  33.33     2      6    6      2      6     5    83.33
 556    2    0  100.00 100.00     2      2    2      0      2     2   100.00
 557    8    0   75.00  60.00     6      8   10      0      8     8   100.00
 558    2    0  100.00 100.00     2      2    2      0      2     2   100.00
 559    8    0   33.33  33.33     3      9    9      0      8     8   100.00
 560    5    0   80.00  66.67     4      5    6      0      5     5   100.00
 561    2    0   50.00  50.00     1      2    2      0      2     2   100.00
 562    3    0   25.00  50.00     1      4    2      0      3     3   100.00
 563    4    0   40.00  40.00     2      5    5      0      4     4   100.00
 564    6    0   75.00 100.00     6      8    6      0      6     6   100.00
 565    2    0  100.00 100.00     2      2    2      0      2     2   100.00
 566    4    0   50.00  33.33     2      4    6      0      4     3    75.00
 567    4    0   20.00  33.33     1      5    3      0      4     3    75.00
 568    2    0   25.00  50.00     1      4    2      0      2     1    50.00
 569    5    0   33.33  40.00     2      6    5      2      5     4    80.00
 570    2    0  100.00 100.00     2      2    2      0      2     2   100.00
 571    4    0   80.00  80.00     4      5    5      0      4     4   100.00
 572    8    0   57.14  57.14     4      7    7      1      8     8   100.00
 573    7    0   36.36  36.36     4     11   11      2      7     7   100.00
 574    6    0   40.00  25.00     2      5    8      0      6     6   100.00
 575    3    0   33.33  16.67     1      3    6      0      3     2    66.67
 576    2    0  100.00 100.00     2      2    2      0      2     2   100.00
 577    6    0   50.00  37.50     3      6    8      1      6     5    83.33
 578    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 579    8    0   18.18  20.00     2     11   10      2      8     7    87.50
 580    9    0   54.55  46.15     6     11   13      3      9     9   100.00
 581    2    0   50.00  50.00     1      2    2      0      2     2   100.00
 582    2    0  100.00 100.00     2      2    2      0      2     2   100.00
 583    2    0  100.00 100.00     2      2    2      0      2     2   100.00
