  Sent.                        Matched  Bracket   Cross        Correct Tag
 ID  Len.  Stat. Recal  Prec.  Bracket gold test Bracket Words  Tags Accracy
3193    4    0  100.00 100.00     5      5    5      0      4     4   100.00
3194    7    0   25.00  28.57     2      8    7      1      7     7   100.00
3195    9    0   37.50  37.50     3      8    8      2      9     8    88.89
3196    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3197    5    0   40.00  33.33     2      5    6      1      5     4    80.00
3198    5    0   66.67  33.33     2      3    6      0      5     4    80.00
3199    6    0   50.00  50.00     3      6    6      0      6     6   100.00
3200    2    0   33.33  50.00     1      3    2      0      2     1    50.00
3201    1    0   50.00  50.00     1      2    2      0      1     1   100.00
3202    2    0   50.00  66.67     2      4    3      0      2     2   100.00
3203    8    0   42.86  25.00     3      7   12      3      8     8   100.00
3204    5    0   28.57  33.33     2      7    6      0      5     4    80.00
3205    8    0   16.67  50.00     2     12    4      1      8     8   100.00
3206    2    0   50.00  25.00     1      2    4      0      2     1    50.00
3207    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3208    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3209    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3210    2    0   25.00  50.00     1      4    2      0      2     1    50.00
3211    4    0   20.00  20.00     1      5    5      0      4     3    75.00
3212    8    0   27.27  37.50     3     11    8      3      8     8   100.00
3213    2    0   40.00 100.00     2      5    2      0      2     1    50.00
3214    3    0   25.00  25.00     1      4    4      0      3     3   100.00
3215    1    0   50.00  50.00     1      2    2      0      1     1   100.00
3216    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3217    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3218    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3219    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3220    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3221    7    0   42.86  37.50     3      7    8      0      7     7   100.00
3222    7    0   33.33  33.33     2      6    6      1      7     7   100.00
3223    3    0   50.00  50.00     2      4    4      0      3     3   100.00
3224    7    0   12.50  12.50     1      8    8      1      7     6    85.71
3225    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3226    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3227    3    0   60.00  50.00     3      5    6      0      3     3   100.00
3228    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3229    9    0   22.22  22.22     2      9    9      2      9     8    88.89
3230    4    0   80.00  80.00     4      5    5      0      4     4   100.00
3231    9    0   40.00  36.36     4     10   11      0      9     9   100.00
3232    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3233    3    0   50.00  66.67     2      4    3      0      3     3   100.00
3234    3    0  100.00 100.00     4      4    4      0      3     3   100.00
3235    3    0   25.00  25.00     1      4    4      0      3     3   100.00
3236    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3237    2    0   50.00  33.33     1      2    3      0      2     1    50.00
3238    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3239    3    0   25.00  16.67     1      4    6      0      3     2    66.67
3240    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3241    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3242    5    0   40.00  28.57     2      5    7      1      5     4    80.00
3243    2    0  100.00  50.00     2      2    4      0      2     1    50.00
3244    7    0   22.22  20.00     2      9   10      4      7     6    85.71
3245    6    0   28.57  28.57     2      7    7      1      6     5    83.33
3246    3    0   25.00  20.00     1      4    5      0      3     3   100.00
3247    3    0  100.00 100.00     4      4    4      0      3     3   100.00
3248    7    0   28.57  33.33     2      7    6      0      7     7   100.00
3249    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3250    3    0  100.00  66.67     4      4    6      0      3     3   100.00
3251    5    0   33.33  50.00     2      6    4      0      5     4    80.00
3252    9    0   28.57  28.57     2      7    7      0      9     9   100.00
3253    5    0   14.29  16.67     1      7    6      0      5     5   100.00
3254    6    0   50.00  37.50     3      6    8      1      6     6   100.00
3255    3    0   60.00  75.00     3      5    4      0      3     2    66.67
3256    8    0   10.00   9.09     1     10   11      2      8     8   100.00
3257    2    0   50.00  50.00     1      2    2      0      2     2   100.00
3258    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3259    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3260    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3261    2    0  100.00  50.00     2      2    4      0      2     1    50.00
3262    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3263    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3264    7    0   12.50  20.00     1      8    5      1      7     6    85.71
3265    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3266    7    0   33.33  33.33     2      6    6      0      7     6    85.71
3267    2    0   25.00  50.00     1      4    2      0      2     1    50.00
3268    8    0   37.50  23.08     3      8   13      2      8     7    87.50
3269    1    0   50.00  50.00     1      2    2      0      1     1   100.00
3270    8    0   20.00  25.00     2     10    8      3      8     7    87.50
3271    6    0   33.33  25.00     2      6    8      3      6     6   100.00
3272    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3273    6    0   16.67  12.50     1      6    8      0      6     6   100.00
3274    7    0   16.67  33.33     2     12    6      2      7     7   100.00
3275    9    0    9.09  11.11     1     11    9      0      9     8    88.89
3276    4    0   42.86  60.00     3      7    5      1      4     4   100.00
3277    9    0   27.27  21.43     3     11   14      3      9     8    88.89
3278    4    0  100.00 100.00     5      5    5      0      4     4   100.00
3279    7    0   33.33  30.00     3      9   10      1      7     6    85.71
3280    3    0   25.00  25.00     1      4    4      0      3     3   100.00
3281    6    0   14.29  16.67     1      7    6      1      6     5    83.33
3282    5    0   60.00  37.50     3      5    8      2      5     4    80.00
3283    5    0   33.33  40.00     2      6    5      2      5     4    80.00
3284    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3285    9    0   33.33  40.00     4     12   10      2      9     7    77.78
3286    9    0   14.29   6.25     1      7   16      3      9     8    88.89
3287    5    0   40.00  33.33     2      5    6      0      5     5   100.00
3288    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3289    7    0   22.22  25.00     2      9    8      0      7     7   100.00
3290    5    0   40.00  25.00     2      5    8      0      5     5   100.00
3291    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3292    6    0   16.67  16.67     1      6    6      1      6     5    83.33
3293    4    0   25.00  20.00     1      4    5      0      4     3    75.00
3294    8    0   22.22  15.38     2      9   13      1      8     7    87.50
3295    9    0   42.86  23.08     3      7   13      5      9     9   100.00
3296    4    0   80.00  80.00     4      5    5      0      4     3    75.00
3297    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3298    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3299    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3300    6    0   20.00  25.00     1      5    4      0      6     5    83.33
3301    4    0   33.33  40.00     2      6    5      1      4     3    75.00
3302    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3303    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3304    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3305    7    0   11.11  14.29     1      9    7      2      7     6    85.71
3306    9    0   27.27  27.27     3     11   11      6      9     8    88.89
3307    6    0   60.00  37.50     3      5    8      4      6     5    83.33
3308    9    0   30.00  33.33     3     10    9      5      9     8    88.89
3309    2    0   25.00  50.00     1      4    2      0      2     1    50.00
3310    3    0   25.00  25.00     1      4    4      0      3     2    66.67
3311    1    0  100.00 100.00     2      2    2      0      1     1   100.00
3312    2    0   50.00  25.00     1      2    4      0      2     1    50.00
3313    8    0   33.33  44.44     4     12    9      4      8     7    87.50
3314    2    0  100.00  50.00     2      2    4      0      2     1    50.00
3315    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3316    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3317    9    0   35.71  38.46     5     14   13      3      9     9   100.00
3318    8    0   50.00  55.56     5     10    9      1      8     8   100.00
3319    5    0   28.57  40.00     2      7    5      1      5     4    80.00
3320    3    0   80.00  80.00     4      5    5      0      3     3   100.00
3321    6    0   44.44  44.44     4      9    9      0      6     6   100.00
3322    2    0   25.00  50.00     1      4    2      0      2     1    50.00
3323    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3324    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3325    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3326    1    0  100.00 100.00     2      2    2      0      1     1   100.00
3327    6    0   18.18  20.00     2     11   10      2      6     6   100.00
3328    7    0   33.33  20.00     2      6   10      0      7     7   100.00
3329    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3330    8    0   30.00  30.00     3     10   10      5      8     7    87.50
3331    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3332    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3333    8    0   25.00  25.00     2      8    8      1      8     8   100.00
3334    6    0   37.50  33.33     3      8    9      3      6     5    83.33
3335    4    0   40.00  40.00     2      5    5      0      4     4   100.00
3336    6    0   16.67  14.29     1      6    7      2      6     5    83.33
3337    4    0   40.00  50.00     2      5    4      0      4     4   100.00
3338    5    0   55.56  62.50     5      9    8      0      5     5   100.00
3339    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3340    1    0   50.00  50.00     1      2    2      0      1     1   100.00
3341    7    0   25.00  42.86     3     12    7      2      7     6    85.71
3342    1    0  100.00 100.00     2      2    2      0      1     1   100.00
3343    1    0   50.00  50.00     1      2    2      0      1     1   100.00
3344    1    0  100.00 100.00     2      2    2      0      1     1   100.00
3345    1    0   50.00  50.00     1      2    2      0      1     1   100.00
3346    4    0   50.00  20.00     1      2    5      0      4     4   100.00
3347    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3348    8    0   37.50  33.33     3      8    9      3      8     7    87.50
3349    6    0   27.27  33.33     3     11    9      0      6     6   100.00
3350    9    0   33.33  42.86     3      9    7      2      9     8    88.89
3351    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3352    5    0   80.00  80.00     4      5    5      0      5     5   100.00
3353    7    0   28.57  28.57     2      7    7      0      7     7   100.00
3354    1    0  100.00 100.00     2      2    2      0      1     1   100.00
3355    8    0   53.85  63.64     7     13   11      0      8     8   100.00
3356    2    0   50.00  50.00     1      2    2      0      2     2   100.00
3357    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3358    5    0   16.67  16.67     1      6    6      0      5     4    80.00
3359    7    0   50.00  33.33     4      8   12      0      7     6    85.71
3360    2    0   33.33  50.00     1      3    2      0      2     1    50.00
3361    9    0   16.67  22.22     2     12    9      5      9     8    88.89
3362    5    0   16.67  16.67     1      6    6      0      5     4    80.00
3363    6    0   50.00  50.00     3      6    6      0      6     6   100.00
3364    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3365    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3366    4    0   25.00  16.67     1      4    6      0      4     2    50.00
3367    2    0   50.00  25.00     1      2    4      0      2     1    50.00
3368    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3369    4    0   60.00  60.00     3      5    5      0      4     3    75.00
3370    8    0   33.33  33.33     3      9    9      2      8     8   100.00
3371    3    0   50.00  50.00     2      4    4      0      3     3   100.00
3372    3    0   50.00  25.00     1      2    4      0      3     2    66.67
3373    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3374    9    0   50.00  41.67     5     10   12      0      9     8    88.89
3375    3    0   75.00  60.00     3      4    5      1      3     3   100.00
3376    8    0   20.00  25.00     2     10    8      0      8     7    87.50
3377    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3378    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3379    4    0  100.00  80.00     4      4    5      0      4     3    75.00
3380    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3381    1    0  100.00 100.00     2      2    2      0      1     1   100.00
3382    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3383    3    0   33.33  25.00     1      3    4      0      3     2    66.67
3384    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3385    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3386    3    0   16.67  25.00     1      6    4      0      3     2    66.67
3387    8    0   30.00  42.86     3     10    7      2      8     8   100.00
3388    7    0   83.33  83.33     5      6    6      0      7     7   100.00
3389    2    0   50.00  50.00     2      4    4      0      2     2   100.00
3390    7    0   28.57  33.33     2      7    6      2      7     7   100.00
3391    9    0   18.18  28.57     2     11    7      2      9     9   100.00
3392    8    0   42.86  27.27     3      7   11      1      8     7    87.50
3393    2    0   50.00  25.00     1      2    4      0      2     1    50.00
3394    2    0  100.00 100.00     2      2    2      0      2     1    50.00
3395    2    0   25.00  50.00     1      4    2      0      2     1    50.00
3396    5    0   20.00  16.67     1      5    6      2      5     4    80.00
3397    7    0   37.50  33.33     3      8    9      1      7     7   100.00
3398    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3399    9    0   18.18  22.22     2     11    9      3      9     8    88.89
3400    2    0   50.00 100.00     2      4    2      0      2     1    50.00
3401    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3402    5    0   33.33  60.00     3      9    5      1      5     4    80.00
3403    3    0  100.00 100.00     4      4    4      0      3     3   100.00
3404    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3405    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3406    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3407    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3408    6    0   57.14  57.14     4      7    7      0      6     6   100.00
3409    6    0   60.00  42.86     3      5    7      2      6     5    83.33
3410    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3411    9    0   25.00  33.33     3     12    9      5      9     8    88.89
3412    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3413    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3414    8    0   25.00  33.33     3     12    9      5      8     7    87.50
3415    6    0   28.57  50.00     2      7    4      2      6     5    83.33
3416    9    0    8.33  10.00     1     12   10      4      9     8    88.89
3417    2    0   33.33  50.00     1      3    2      0      2     1    50.00
3418    7    0   25.00  40.00     2      8    5      0      7     6    85.71
3419    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3420    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3421    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3422    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3423    4    0   75.00  75.00     3      4    4      0      4     4   100.00
3424    7    0   40.00  40.00     4     10   10      0      7     7   100.00
3425    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3426    5    0   33.33  40.00     2      6    5      1      5     4    80.00
3427    6    0   33.33  28.57     2      6    7      2      6     4    66.67
3428    1    0   50.00  50.00     1      2    2      0      1     1   100.00
3429    9    0   36.36  36.36     4     11   11      2      9     9   100.00
3430    9    0   28.57  12.50     2      7   16      4      9     8    88.89
3431    2    0   50.00  50.00     1      2    2      0      2     2   100.00
3432    1    0   50.00  50.00     1      2    2      0      1     1   100.00
3433    2    0   50.00  50.00     1      2    2      0      2     2   100.00
3434    8    0   33.33  37.50     3      9    8      0      8     8   100.00
3435    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3436    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3437    2    0   50.00  50.00     1      2    2      0      2     1    50.00
3438    7    0   50.00  37.50     3      6    8      2      7     6    85.71
3439    2    0   50.00  33.33     1      2    3      0      2     1    50.00
3440    5    0   30.00  60.00     3     10    5      1      5     5   100.00
3441    9    0    9.09   9.09     1     11   11      5      9     8    88.89
3442    7    0   25.00  28.57     2      8    7      3      7     6    85.71
3443    2    0   33.33  50.00     1      3    2      0      2     1    50.00
3444    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3445    2    0   66.67  66.67     2      3    3      0      2     2   100.00
3446    5    0   20.00  40.00     2     10    5      1      5     5   100.00
3447    7    0   25.00  30.00     3     12   10      2      7     6    85.71
3448    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3449    8    0   25.00  30.00     3     12   10      2      8     7    87.50
3450    6    0   42.86  50.00     3      7    6      2      6     5    83.33
3451    6    0   25.00  20.00     2      8   10      0      6     5    83.33
3452    1    0   50.00  50.00     1      2    2      0      1     1   100.00
3453    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3454    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3455    7    0   80.00  80.00     8     10   10      0      7     7   100.00
3456    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3457    8    0   11.11  14.29     1      9    7      0      8     8   100.00
3458    3    0   40.00  40.00     2      5    5      0      3     3   100.00
3459    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3460    2    0   50.00 100.00     2      4    2      0      2     1    50.00
3461    3    0   25.00  20.00     1      4    5      0      3     2    66.67
3462    3    0  100.00 100.00     4      4    4      0      3     3   100.00
3463    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3464    1    0   50.00  50.00     1      2    2      0      1     1   100.00
3465    1    0  100.00 100.00     2      2    2      0      1     1   100.00
3466    7    0   10.00  16.67     1     10    6      2      7     6    85.71
3467    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3468    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3469    5    0   37.50  60.00     3      8    5      2      5     4    80.00
3470    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3471    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3472    3    0   80.00 100.00     4      5    4      0      3     3   100.00
3473    2    0   50.00  25.00     1      2    4      0      2     1    50.00
3474    2    0   25.00  50.00     1      4    2      0      2     1    50.00
3475    1    0   50.00  50.00     1      2    2      0      1     1   100.00
3476    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3477    9    0   50.00  50.00     5     10   10      2      9     9   100.00
3478    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3479    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3480    8    0   33.33  27.27     3      9   11      2      8     7    87.50
3481    7    0   10.00  14.29     1     10    7      0      7     7   100.00
3482    1    0   50.00  50.00     1      2    2      0      1     1   100.00
3483    1    0   33.33  50.00     1      3    2      0      1     1   100.00
3484    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3485    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3486    1    0  100.00 100.00     2      2    2      0      1     1   100.00
3487    8    0   55.56  45.45     5      9   11      0      8     8   100.00
3488    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3489    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3490    3    0   25.00  25.00     1      4    4      0      3     3   100.00
3491    5    0   33.33  25.00     2      6    8      0      5     5   100.00
3492    1    0  100.00 100.00     2      2    2      0      1     1   100.00
3493    2    0   50.00 100.00     2      4    2      0      2     1    50.00
3494    1    0  100.00 100.00     2      2    2      0      1     1   100.00
3495    8    0   22.22  25.00     2      9    8      2      8     8   100.00
3496    9    0    7.69  11.11     1     13    9      2      9     8    88.89
3497    9    0   20.00  18.18     2     10   11      0      9     8    88.89
3498    8    0   50.00  66.67     4      8    6      0      8     7    87.50
3499    9    0   37.50  20.00     3      8   15      6      9     8    88.89
3500    3    0  100.00 100.00     4      4    4      0      3     3   100.00
3501    8    0   25.00  33.33     2      8    6      0      8     7    87.50
3502    2    0  100.00  50.00     2      2    4      0      2     1    50.00
3503    7    0   25.00  40.00     2      8    5      2      7     6    85.71
3504    7    0   28.57  25.00     2      7    8      2      7     6    85.71
3505    8    0   11.11  12.50     1      9    8      0      8     7    87.50
3506    1    0  100.00 100.00     2      2    2      0      1     1   100.00
3507    1    0   33.33  50.00     1      3    2      0      1     1   100.00
3508    6    0   40.00  33.33     2      5    6      1      6     5    83.33
3509    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3510    2    0  100.00 100.00     2      2    2      0      2     2   100.00
3511   15    0   11.76  11.11     2     17   18      7     15    14    93.33
3512   10    0   30.00  33.33     3     10    9      3     10     9    90.00
3513   13    0   33.33  36.36     4     12   11      4     13    13   100.00
3514   12    0   27.27  27.27     3     11   11      5     12    11    91.67
3515   21    0   20.00  28.57     6     30   21      5     21    21   100.00
3516   11    0   14.29  16.67     2     14   12      5     11    11   100.00
3517   14    0   25.00  18.75     3     12   16      9     14    13    92.86
3518   10    0   25.00  23.08     3     12   13      6     10     9    90.00
3519   14    0   16.67  11.11     2     12   18      8     14    13    92.86
3520   11    0   42.86  46.15     6     14   13      3     11    10    90.91
3521   17    0   20.83  27.78     5     24   18      5     17    17   100.00
3522   20    0   15.00  15.00     3     20   20     11     20    20   100.00
3523   11    0   45.45  55.56     5     11    9      1     11    11   100.00
3524   20    0    8.70   9.09     2     23   22      9     20    19    95.00
3525   11    0   20.00  15.38     2     10   13      3     11    10    90.91
3526   13    0   16.67  25.00     3     18   12      6     13    12    92.31
3527   10    0   16.67  16.67     2     12   12      6     10     9    90.00
3528   10    0   30.77  40.00     4     13   10      2     10    10   100.00
3529   17    0   10.53  18.18     2     19   11      4     17    17   100.00
3530   19    0   25.00  19.23     5     20   26      6     19    19   100.00
3531   20    0   13.04  13.64     3     23   22     11     20    19    95.00
3532   13    0   29.41  35.71     5     17   14      0     13    12    92.31
3533   10    0   36.36  40.00     4     11   10      4     10     9    90.00
3534   24    0   12.50   9.68     3     24   31     16     24    23    95.83
3535   14    0   10.53  11.76     2     19   17     10     14    13    92.86
3536   16    0    5.26   5.56     1     19   18     12     16    15    93.75
3537   14    0    8.33   7.14     1     12   14     10     14    13    92.86
3538   15    0   21.43  14.29     3     14   21      7     15    14    93.33
3539   12    0   27.27  21.43     3     11   14      8     12    11    91.67
3540   17    0   10.00  11.11     2     20   18     11     17    16    94.12
3541   23    0   19.23  20.83     5     26   24     10     23    23   100.00
3542   22    0   20.83  26.32     5     24   19      7     22    22   100.00
3543   12    0   16.67  12.50     2     12   16      5     12    11    91.67
3544   16    0   14.29  20.00     2     14   10      4     16    15    93.75
3545   13    0   23.53  28.57     4     17   14      1     13    13   100.00
3546   17    0   11.11  11.11     2     18   18     12     17    16    94.12
3547   15    0   13.33  10.53     2     15   19      9     15    14    93.33
3548   10    0   22.22  20.00     2      9   10      6     10     9    90.00
3549   16    0   31.82  33.33     7     22   21      6     16    16   100.00
3550   13    0   16.67  12.50     2     12   16      1     13    12    92.31
3551   11    0   33.33  36.36     4     12   11      3     11    11   100.00
3552   18    0   15.79  16.67     3     19   18     12     18    17    94.44
3553   16    0   11.11  11.11     2     18   18      8     16    15    93.75
3554   12    0   44.44  33.33     4      9   12      4     12    12   100.00
3555   18    0   19.05  20.00     4     21   20     10     18    18   100.00
3556   23    0    6.90  10.53     2     29   19     11     23    22    95.65
3557   15    0   17.65  21.43     3     17   14      7     15    14    93.33
3558   17    0   14.29  14.29     3     21   21     12     17    16    94.12
3559   19    0   25.00  25.00     5     20   20      2     19    19   100.00
3560   15    0   31.58  31.58     6     19   19      7     15    13    86.67
3561   17    0   17.65  13.64     3     17   22      8     17    17   100.00
3562   24    0   11.11   9.68     3     27   31      9     24    24   100.00
3563   22    0   10.71  12.00     3     28   25     13     22    21    95.45
3564   13    0   15.79  17.65     3     19   17      3     13    12    92.31
3565   16    0   15.79  17.65     3     19   17      9     16    15    93.75
3566   12    0   15.38  14.29     2     13   14      6     12    11    91.67
3567   13    0   35.71  33.33     5     14   15      3     13    13   100.00
3568   10    0   50.00  45.45     5     10   11      1     10     9    90.00
3569   19    0    7.69   9.52     2     26   21      7     19    18    94.74
3570   21    0   11.54  13.64     3     26   22      9     21    20    95.24
3571   18    0   21.05  20.00     4     19   20      7     18    18   100.00
3572   17    0   21.05  22.22     4     19   18      5     17    17   100.00
3573   10    0   30.00  30.00     3     10   10      3     10    10   100.00
3574   21    0    7.14   9.09     2     28   22     14     21    21   100.00
3575   12    0   17.65  27.27     3     17   11      6     12    11    91.67
3576   11    0   21.43  25.00     3     14   12      2     11    11   100.00
3577   17    0   15.79  14.29     3     19   21      9     17    16    94.12
3578   11    0   23.08  30.00     3     13   10      5     11    10    90.91
3579   11    0   23.08  33.33     3     13    9      1     11    11   100.00
3580   14    0   50.00  35.29     6     12   17      1     14    14   100.00
3581   13    0    5.56   5.88     1     18   17      5     13    12    92.31
3582   18    0    4.00   6.67     1     25   15      5     18    17    94.44
3583   19    0   10.71  15.00     3     28   20     15     19    18    94.74
3584   18    0    8.70  11.76     2     23   17      2     18    18   100.00
3585   21    0   14.29  13.64     3     21   22      6     21    20    95.24
3586   12    0   50.00  54.55     6     12   11      0     12    12   100.00
3587   10    0   25.00  30.00     3     12   10      2     10     9    90.00
3588   11    0   25.00  25.00     3     12   12      4     11    10    90.91
3589   15    0   13.33  14.29     2     15   14      5     15    14    93.33
3590   19    0    9.52   9.09     2     21   22      5     19    19   100.00
3591   13    0   10.53  18.18     2     19   11      5     13    12    92.31
3592   14    0   16.67  13.64     3     18   22      4     14    14   100.00
3593   11    0   20.00  30.00     3     15   10      5     11    10    90.91
3594   16    0   18.75  15.79     3     16   19      9     16    15    93.75
3595   16    0   34.62  50.00     9     26   18      8     16    16   100.00
3596   12    0    5.26   7.69     1     19   13      4     12    11    91.67
3597   10    0   38.46  45.45     5     13   11      1     10    10   100.00
3598   14    0   25.00  40.00     4     16   10      2     14    14   100.00
3599   12    0   21.43  37.50     3     14    8      4     12    11    91.67
3600   15    0   25.00  30.77     4     16   13      3     15    15   100.00
3601   11    0   13.33  16.67     2     15   12      1     11    11   100.00
3602   22    0   11.54  13.04     3     26   23     14     22    21    95.45
3603   12    0   25.00  33.33     4     16   12      3     12    12   100.00
3604   13    0   18.75  17.65     3     16   17      7     13    13   100.00
3605   13    0   30.77  25.00     4     13   16      3     13    13   100.00
3606   24    0   11.11  10.34     3     27   29     19     24    23    95.83
3607   16    0   13.33  14.29     2     15   14      7     16    16   100.00
3608   12    0   16.67  14.29     2     12   14      4     12    12   100.00
3609   14    0   16.67  16.67     2     12   12      7     14    14   100.00
3610   15    0   18.75  25.00     3     16   12      3     15    15   100.00
3611   22    0   17.86  19.23     5     28   26      2     22    22   100.00
3612   13    0   18.18  14.29     2     11   14      3     13    12    92.31
3613   17    0   14.81  21.05     4     27   19      8     17    16    94.12
3614   22    0    7.14   4.35     1     14   23      7     22    21    95.45
3615   14    0   35.71  27.78     5     14   18      4     14    14   100.00
3616   17    0   21.05  22.22     4     19   18     10     17    16    94.12
3617   10    0   12.50   9.09     1      8   11      6     10     9    90.00
3618   13    0    8.33   6.67     1     12   15      4     13    13   100.00
3619   18    0   16.67  11.76     2     12   17      2     18    18   100.00
3620   17    0   15.00  12.50     3     20   24     12     17    16    94.12
3621   12    0   23.08  21.43     3     13   14      5     12    12   100.00
3622   12    0   25.00  21.43     3     12   14      8     12    11    91.67
3623   20    0    7.41   9.09     2     27   22      6     20    20   100.00
3624   11    0   30.00  23.08     3     10   13      7     11    10    90.91
3625   13    0    5.88  11.11     1     17    9      3     13    13   100.00
3626   18    0   18.18  25.00     4     22   16      6     18    17    94.44
3627   13    0   14.29  16.67     2     14   12      2     13    12    92.31
3628   24    0   10.34  13.04     3     29   23      9     24    23    95.83
3629   18    0   20.00  23.53     4     20   17      6     18    18   100.00
3630   14    0   12.50  14.29     2     16   14      3     14    13    92.86
3631   16    0   20.00  21.05     4     20   19      8     16    15    93.75
3632   10    0   33.33  20.00     3      9   15      7     10     9    90.00
3633   12    0   16.67  14.29     2     12   14      4     12    11    91.67
3634   12    0   20.00  23.08     3     15   13      8     12    11    91.67
3635   11    0   28.57  22.22     4     14   18      8     11    10    90.91
3636   18    0   17.86  31.25     5     28   16      8     18    17    94.44
3637   22    0   10.00  11.11     3     30   27     13     22    21    95.45
3638   10    0   18.18  18.18     2     11   11      4     10     9    90.00
3639   14    0   35.71  31.25     5     14   16      8     14    12    85.71
3640   21    0   20.83  20.83     5     24   24     11     21    20    95.24
3641   20    0    5.00   4.00     1     20   25     11     20    19    95.00
